File,NEF,TIFF,Date Created,Date Modified,File Size,Image Size,Date Shot,Time Zone and Date,Image Quality,Artist,Copyright,Image Comment,Device,Lens,Focal Length,Focus Mode,AF-Area Mode,VR,AF Fine Tune,Aperture,Shutter Speed,Exposure Mode,Exposure Comp.,Exposure Tuning,Metering,ISO Sensitivity,Flash Device,Flash Sync Mode,Flash Mode,White Balance,Color Space,High ISO NR,Long Exposure NR,Active D-Lighting,Image Authentication,Vignette Control,Auto Distortion Control,Picture Control,Base,Quick Adjust,Sharpening,Contrast,Brightness,Saturation,Hue,Filter Effects,Toning,Optimize Image,Color Mode,Tone Comp.,Hue Adjustment,Saturation,Sharpening,Latitude,Longitude,Altitude,Altitude Reference,Heading,UTC,Map Datum,Scene Mode,Keywords
r089cae91t,http://193.205.194.113/RAISE/NEF/r089cae91t.NEF,http://193.205.194.113/RAISE/TIFF/r089cae91t.TIF,9/20/2014 23:17,2/18/2012 11:36,10.5 MB,L (4288 x 2848),36:45.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/6.3,1/50s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,-,8,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,buildings; outdoor; people
r08abaa78t,http://193.205.194.113/RAISE/NEF/r08abaa78t.NEF,http://193.205.194.113/RAISE/TIFF/r08abaa78t.TIF,9/21/2014 9:49,3/23/2013 13:28,20.6 MB,L (4928 x 3264),28:37.9,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,55mm,AF-A,Auto,ON,OFF,f/9,1/400s,,0EV,,Matrix,ISO 400,,,,"Cloudy, A3, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,9,3,1,0,0,,,,,,,,,,,,,,,,Aperture Priority,buildings; outdoor
r08ac875ct,http://193.205.194.113/RAISE/NEF/r08ac875ct.NEF,http://193.205.194.113/RAISE/TIFF/r08ac875ct.TIF,9/20/2014 15:54,9/17/2011 12:10,20.1 MB,L (4928 x 3264),10:31.5,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,200mm,AF-A,Auto,ON,OFF,f/18,1/40s,Manual,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",sRGB,ON (Low),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,9,2,0,3,1,,,,,,,,,,,,,,,,,landscape; outdoor
r08b04f65t,http://193.205.194.113/RAISE/NEF/r08b04f65t.NEF,http://193.205.194.113/RAISE/TIFF/r08b04f65t.TIF,9/20/2014 19:21,8/8/2012 14:05,19.9 MB,L (4928 x 3264),05:16.0,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,44mm,AF-A,Auto,ON,OFF,f/14,1/640s,Auto (Flash Off),0EV,,Matrix,ISO 800,,,,"Auto1, 0, 0",sRGB,ON (Normal),OFF,Auto,,,OFF,[SD] STANDARD,[SD] STANDARD,-,Auto,0,0,Auto,0,,,,,,,,,,,,,,,,,objects; outdoor
r08b05c94t,http://193.205.194.113/RAISE/NEF/r08b05c94t.NEF,http://193.205.194.113/RAISE/TIFF/r08b05c94t.TIF,9/21/2014 2:21,3/2/2014 11:39,20.5 MB,L (4928 x 3264),39:51.1,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,Manual,Single,ON,OFF,f/22,1/320s,Aperture Priority,0EV,,Matrix,ISO 1000,,,,"Shade, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,2,1,0,0,,,,,,,,,,,,,,,,,landscape; outdoor
r08b12799t,http://193.205.194.113/RAISE/NEF/r08b12799t.NEF,http://193.205.194.113/RAISE/TIFF/r08b12799t.TIF,9/21/2014 2:55,5/3/2014 11:07,19.9 MB,L (4928 x 3264),07:34.8,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/18,1/125s,Aperture Priority,0EV,,Matrix,ISO 250,,,,"Cloudy, A1, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,5,0,1,1,0,,,,,,,,,,,,,,,,,landscape; outdoor
r08b41f18t,http://193.205.194.113/RAISE/NEF/r08b41f18t.NEF,http://193.205.194.113/RAISE/TIFF/r08b41f18t.TIF,9/20/2014 17:14,4/2/2014 13:58,19.7 MB,L (4928 x 3264),58:49.5,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/4.5,1/400s,Aperture Priority,0EV,,Matrix,ISO 400,,,,"Shade, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,2,1,0,0,,,,,,,,,,,,,,,,,nature; outdoor
r08c76321t,http://193.205.194.113/RAISE/NEF/r08c76321t.NEF,http://193.205.194.113/RAISE/TIFF/r08c76321t.TIF,9/20/2014 23:18,2/18/2012 12:02,9.97 MB,L (4288 x 2848),02:42.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,32mm,AF-A,Auto,ON,,f/6.3,1/60s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,-,8,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,buildings; outdoor
r08cbbab9t,http://193.205.194.113/RAISE/NEF/r08cbbab9t.NEF,http://193.205.194.113/RAISE/TIFF/r08cbbab9t.TIF,9/21/2014 8:31,7/28/2013 7:00,22.0 MB,L (4928 x 3264),00:28.9,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/11,1/60s,Aperture Priority,0EV,,Matrix,ISO 125,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,,nature; outdoor
r08d2b4dat,http://193.205.194.113/RAISE/NEF/r08d2b4dat.NEF,http://193.205.194.113/RAISE/TIFF/r08d2b4dat.TIF,9/21/2014 6:40,4/25/2013 12:43,20.7 MB,L (4928 x 3264),43:28.6,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/3.5,1/1250s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,0,1,0,0,,,,,,,,,,,,,,,,,nature; outdoor
r08d9a0cet,http://193.205.194.113/RAISE/NEF/r08d9a0cet.NEF,http://193.205.194.113/RAISE/TIFF/r08d9a0cet.TIF,9/21/2014 0:28,5/13/2012 10:42,10.4 MB,L (4288 x 2848),42:42.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/3.5,1/800s,Aperture Priority,+0.3EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,buildings; outdoor; people
r08df6903t,http://193.205.194.113/RAISE/NEF/r08df6903t.NEF,http://193.205.194.113/RAISE/TIFF/r08df6903t.TIF,9/21/2014 9:47,3/23/2013 12:15,20.1 MB,L (4928 x 3264),15:09.0,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,35mm,AF-A,Auto,ON,OFF,f/8,1/250s,,0EV,,Matrix,ISO 500,,,,"Auto1, 0, 0",sRGB,ON (Normal),OFF,Auto,,,OFF,[SD] STANDARD,[SD] STANDARD,-,Auto,0,0,Auto,0,,,,,,,,,,,,,,,,Auto (Flash Off),buildings; outdoor
r08f2d4c6t,http://193.205.194.113/RAISE/NEF/r08f2d4c6t.NEF,http://193.205.194.113/RAISE/TIFF/r08f2d4c6t.TIF,9/21/2014 3:10,5/4/2014 14:00,20.8 MB,L (4928 x 3264),00:24.0,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,32mm,AF-A,Dynamic,ON,OFF,f/6.3,1/320s,Aperture Priority,0EV,,Matrix,ISO 500,,,,"Shade, B1, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,0,1,1,1,,,,,,,,,,,,,,,,,buildings; objects; outdoor; people
r0905697bt,http://193.205.194.113/RAISE/NEF/r0905697bt.NEF,http://193.205.194.113/RAISE/TIFF/r0905697bt.TIF,9/21/2014 9:32,3/23/2013 8:03,18.1 MB,L (4928 x 3264),03:33.6,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,42mm,AF-A,Auto,ON,OFF,f/9,1/640s,Aperture Priority,0EV,,Matrix,ISO 250,,,,"Cloudy, A3, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,9,3,1,0,0,,,,,,,,,,,,,,,,,landscape; outdoor
r09245347t,http://193.205.194.113/RAISE/NEF/r09245347t.NEF,http://193.205.194.113/RAISE/TIFF/r09245347t.TIF,9/21/2014 0:16,5/13/2012 4:25,10.7 MB,L (4288 x 2848),25:12.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/3.5,1/13s,Aperture Priority,+0.3EV,,Matrix,ISO 640,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,Indoor; buildings
r092b4511t,http://193.205.194.113/RAISE/NEF/r092b4511t.NEF,http://193.205.194.113/RAISE/TIFF/r092b4511t.TIF,9/20/2014 22:36,3/31/2012 9:37,10.6 MB,L (4288 x 2848),37:10.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/22,1/60s,Aperture Priority,+1.7EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,outdoor
r0941aa38t,http://193.205.194.113/RAISE/NEF/r0941aa38t.NEF,http://193.205.194.113/RAISE/TIFF/r0941aa38t.TIF,9/20/2014 22:39,2/16/2012 8:49,10.8 MB,L (4288 x 2848),49:18.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/3.5,1/4000s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,2,5,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,outdoor; people
r09445479t,http://193.205.194.113/RAISE/NEF/r09445479t.NEF,http://193.205.194.113/RAISE/TIFF/r09445479t.TIF,9/21/2014 8:00,2/11/2013 12:11,22.6 MB,L (4928 x 3264),11:42.6,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,32mm,AF-A,Auto,ON,OFF,f/4,1/640s,Manual,+0.7EV,,Matrix,ISO 3200,,,,"Cloudy, A3, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,2,0,1,1,,,,,,,,,,,,,,,,,buildings; outdoor
r09488b39t,http://193.205.194.113/RAISE/NEF/r09488b39t.NEF,http://193.205.194.113/RAISE/TIFF/r09488b39t.TIF,9/20/2014 22:18,7/31/2014 7:19,20.5 MB,L (4928 x 3264),19:38.6,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,"Dynamic, 21 points",ON,OFF,f/11,1/100s,Manual,0EV,,Matrix,ISO 400,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,1,1,1,1,,,,,,,,,,,,,,,,,landscape; outdoor
r094ced7bt,http://193.205.194.113/RAISE/NEF/r094ced7bt.NEF,http://193.205.194.113/RAISE/TIFF/r094ced7bt.TIF,9/21/2014 11:32,10/27/2013 10:13,21.9 MB,L (4928 x 3264),13:48.8,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,Manual,Single,ON,OFF,f/10,1/80s,,0EV,,Matrix,ISO 320,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,Aperture Priority,nature; outdoor
r094cf3c6t,http://193.205.194.113/RAISE/NEF/r094cf3c6t.NEF,http://193.205.194.113/RAISE/TIFF/r094cf3c6t.TIF,9/20/2014 21:40,1/3/2012 0:42,22.0 MB,L (4928 x 3264),42:28.0,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,40mm,AF-A,Auto,ON,OFF,f/6.3,1/8000s,Manual,0EV,,Matrix,ISO 6400,,,,"Shade, B3, M1",sRGB,ON (Low),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,9,3,0,2,1,,,,,,,,,,,,,,,,,nature; outdoor
r09579ff2t,http://193.205.194.113/RAISE/NEF/r09579ff2t.NEF,http://193.205.194.113/RAISE/TIFF/r09579ff2t.TIF,9/21/2014 8:06,2/20/2013 16:15,20.1 MB,L (4928 x 3264),15:08.5,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,130mm,AF-A,Auto,ON,OFF,f/5.6,1/13s,Aperture Priority,0EV,,Matrix,ISO 1600,,,,"Direct sunlight, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,9,3,1,0,0,,,,,,,,,,,,,,,,,buildings; outdoor; people
r0965e155t,http://193.205.194.113/RAISE/NEF/r0965e155t.NEF,http://193.205.194.113/RAISE/TIFF/r0965e155t.TIF,9/21/2014 7:49,1/26/2013 11:59,19.7 MB,L (4928 x 3264),59:57.4,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,22mm,AF-A,Auto,ON,OFF,f/3.8,1/500s,Manual,+0.7EV,,Spot,ISO 250,,,,"Cloudy, A3, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,2,0,1,1,,,,,,,,,,,,,,,,,buildings; outdoor
r09670876t,http://193.205.194.113/RAISE/NEF/r09670876t.NEF,http://193.205.194.113/RAISE/TIFF/r09670876t.TIF,9/21/2014 8:30,7/27/2013 9:18,22.1 MB,L (4928 x 3264),18:35.9,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/8,1/3200s,Aperture Priority,0EV,,Matrix,ISO 1000,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,,buildings; outdoor; people
r09696ba3t,http://193.205.194.113/RAISE/NEF/r09696ba3t.NEF,http://193.205.194.113/RAISE/TIFF/r09696ba3t.TIF,9/20/2014 23:06,7/19/2014 9:50,20.6 MB,L (4928 x 3264),50:20.4,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,55mm,AF-A,"Dynamic, 21 points",ON,OFF,f/18,1/100s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,1,1,1,1,,,,,,,,,,,,,,,,,landscape; outdoor
r096982ddt,http://193.205.194.113/RAISE/NEF/r096982ddt.NEF,http://193.205.194.113/RAISE/TIFF/r096982ddt.TIF,9/20/2014 23:48,3/10/2012 9:49,10.0 MB,L (4288 x 2848),49:43.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,Manual,Single,ON,,f/16,1/125s,Aperture Priority,0EV,,Matrix,0.3EV under 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,-,7,Active D-Lighting,Active D-Lighting,2,1,,,,,,,,,,,,,,,,,landscape; outdoor
r097088c1t,http://193.205.194.113/RAISE/NEF/r097088c1t.NEF,http://193.205.194.113/RAISE/TIFF/r097088c1t.TIF,9/21/2014 0:23,5/13/2012 9:56,10.6 MB,L (4288 x 2848),56:47.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/3.5,1/800s,Aperture Priority,+0.3EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,buildings; outdoor; people
r097555c4t,http://193.205.194.113/RAISE/NEF/r097555c4t.NEF,http://193.205.194.113/RAISE/TIFF/r097555c4t.TIF,9/20/2014 17:09,8/21/2012 11:53,19.9 MB,L (4928 x 3264),53:53.0,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/14,1/200s,Manual,0EV,,Matrix,ISO 200,,,,"Cloudy, A2, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,6,2,1,1,0,,,,,,,,,,,,,,,,,buildings; outdoor
r097d3563t,http://193.205.194.113/RAISE/NEF/r097d3563t.NEF,http://193.205.194.113/RAISE/TIFF/r097d3563t.TIF,9/21/2014 10:51,10/12/2013 8:50,21.2 MB,L (4928 x 3264),50:39.8,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/22,1/125s,,0EV,,Matrix,ISO 500,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,Aperture Priority,nature; outdoor
r09851aa4t,http://193.205.194.113/RAISE/NEF/r09851aa4t.NEF,http://193.205.194.113/RAISE/TIFF/r09851aa4t.TIF,9/21/2014 3:12,5/4/2014 14:33,20.5 MB,L (4928 x 3264),33:00.9,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,80mm,AF-A,Dynamic,ON,OFF,f/16,1/50s,Aperture Priority,0EV,,Matrix,ISO 500,,,,"Shade, B1, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,0,1,1,1,,,,,,,,,,,,,,,,,buildings; outdoor
r0985dc6ct,http://193.205.194.113/RAISE/NEF/r0985dc6ct.NEF,http://193.205.194.113/RAISE/TIFF/r0985dc6ct.TIF,9/20/2014 22:56,2/17/2012 9:33,10.6 MB,L (4288 x 2848),33:27.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/3.5,1/40s,Aperture Priority,0EV,,Matrix,ISO 640,,,,"Cool-white fluorescent, A1, G1",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,-,8,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,Indoor; buildings
r098a8a22t,http://193.205.194.113/RAISE/NEF/r098a8a22t.NEF,http://193.205.194.113/RAISE/TIFF/r098a8a22t.TIF,9/21/2014 0:38,5/14/2012 13:38,10.8 MB,L (4288 x 2848),38:17.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/9,1/400s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,buildings; outdoor
r098cf7aet,http://193.205.194.113/RAISE/NEF/r098cf7aet.NEF,http://193.205.194.113/RAISE/TIFF/r098cf7aet.TIF,9/21/2014 1:19,6/8/2014 12:57,20.4 MB,L (4928 x 3264),57:41.6,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-C,Dynamic,ON,OFF,f/18,1/100s,Shutter Priority,0EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,0,1,1,1,,,,,,,,,,,,,,,,,landscape; outdoor
r09a60f63t,http://193.205.194.113/RAISE/NEF/r09a60f63t.NEF,http://193.205.194.113/RAISE/TIFF/r09a60f63t.TIF,9/21/2014 1:18,9/9/2012 5:38,10.5 MB,L (4288 x 2848),38:37.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,45mm,AF-A,Auto,ON,,f/8,1/160s,Manual,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[LS] Landscape,[LS] Landscape,-,6,Active D-Lighting,Active D-Lighting,1,1,,,,,,,,,,,,,,,,,objects; outdoor
r09a79474t,http://193.205.194.113/RAISE/NEF/r09a79474t.NEF,http://193.205.194.113/RAISE/TIFF/r09a79474t.TIF,9/21/2014 8:00,2/11/2013 12:11,22.3 MB,L (4928 x 3264),11:29.9,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,40mm,AF-A,Auto,ON,OFF,f/4.5,1/640s,Manual,+0.7EV,,Matrix,ISO 3200,,,,"Cloudy, A3, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,2,0,1,1,,,,,,,,,,,,,,,,,buildings; outdoor
r09a992e9t,http://193.205.194.113/RAISE/NEF/r09a992e9t.NEF,http://193.205.194.113/RAISE/TIFF/r09a992e9t.TIF,9/20/2014 20:31,8/19/2012 14:58,16.9 MB,L (4928 x 3264),58:58.7,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,40mm,AF-A,Auto,ON,OFF,f/5.6,1/200s,Aperture Priority,0EV,,Matrix,ISO 160,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,0,0,-1,0,,,,,,,,,,,,,,,,,buildings; landscape; outdoor
r09b86185t,http://193.205.194.113/RAISE/NEF/r09b86185t.NEF,http://193.205.194.113/RAISE/TIFF/r09b86185t.TIF,9/21/2014 0:23,5/13/2012 9:53,11.0 MB,L (4288 x 2848),53:12.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,85mm,AF-A,Wide Area,ON,,f/5.6,1/125s,Aperture Priority,+0.3EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,buildings; outdoor; people
r09c15af7t,http://193.205.194.113/RAISE/NEF/r09c15af7t.NEF,http://193.205.194.113/RAISE/TIFF/r09c15af7t.TIF,9/21/2014 12:28,9/22/2013 10:02,19.8 MB,L (4928 x 3264),02:31.7,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/8,1/200s,,0EV,,Matrix,ISO 200,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,Aperture Priority,landscape; outdoor
r09c8e042t,http://193.205.194.113/RAISE/NEF/r09c8e042t.NEF,http://193.205.194.113/RAISE/TIFF/r09c8e042t.TIF,9/20/2014 22:29,7/19/2014 7:30,20.1 MB,L (4928 x 3264),30:10.3,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,26mm,AF-A,"Dynamic, 21 points",ON,OFF,f/18,1/100s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,1,1,1,1,,,,,,,,,,,,,,,,,landscape; outdoor
